Customer_ID,Customer_Name,Age,Gender,Income,Orders_Last_Year,Average_Order_Value,City,App_Usage_Hours,Membership_Years,Premium_Member
C000048,Diya Nair,40,Male,94511.0,10,1399.0,Hyderabad,5.2,3,0
C000049,Aarav Gupta,34,Male,90558.0,16,2305.0,Lucknow,5.8,3,1
C000050,Rahul Verma,60,Female,73585.0,0,2029.0,Jaipur,4.9,10,1
C000051,Shreya Bose,58,Female,65368.0,0,4904.0,Surat,6.7,9,0
C000052,Deepak Sharma,70,Male,76290.0,10,531.0,Kolkata,1.0,7,0
C000053,Kavya Sharma,58,Male,67967.0,10,4382.0,Surat,1.6,8,0
C000054,Rahul Gupta,65,Female,,12,3215.0,Hyderabad,8.0,3,0
C000055,Pooja Mehta,42,Male,,11,3765.0,Lucknow,2.0,3,0
C000056,Arjun Desai,34,Female,60312.0,7,1436.0,Lucknow,,1,0
C000057,Ritika Mehta,36,Female,42670.0,11,6302.0,Hyderabad,7.7,4,0
C000058,Yash Mehta,19,Female,25239.0,12,5427.0,Delhi,4.4,6,1
C000059,Yash Nair,22,Male,89161.0,15,4418.0,Kochi,4.5,10,1
C000060,Tanvi Singh,63,Female,76230.0,22,3097.0,Mumbai,4.8,7,0
C000061,Sneha Kulkarni,64,Male,49006.0,12,4670.0,Chennai,6.0,12,1
C000062,Sneha Singh,30,Male,86852.0,7,2250.0,Kochi,6.2,9,1
C000063,Yash Kumar,66,Female,82361.0,6,6012.0,Lucknow,5.7,2,1
C000064,Ananya Kumar,50,Female,78919.0,15,7097.0,Nagpur,3.7,12,1
C000065,Yash Roy,53,Male,68486.0,8,3281.0,Nagpur,2.6,2,0
C000066,Diya Mehta,21,Male,82360.0,15,3225.0,Indore,6.3,10,1
C000067,Kavya Reddy,37,Female,46569.0,7,4030.0,Hyderabad,5.8,8,0
C000068,Rohan Roy,32,Female,139865.0,0,2561.0,Hyderabad,5.1,3,0
C000069,Aanya Roy,23,Female,71319.0,14,300.0,Indore,3.0,6,0
C000070,Akash Bose,31,Female,64704.0,19,,Chennai,4.8,2,0
C000071,Rahul Nair,23,Female,89632.0,6,2334.0,Delhi,,0,0
C000072,Neha Mehta,55,Female,94919.0,10,6514.0,Kochi,3.1,7,0
C000073,Reyansh Singh,32,Male,108567.0,23,6106.0,,7.2,10,0
C000074,Tanvi Jain,23,Male,82955.0,10,3048.0,Indore,4.6,4,0
C000075,Kavya Joshi,51,Female,66129.0,7,5483.0,Jaipur,5.8,3,0
C000076,Reyansh Pillai,18,Male,12000.0,5,3219.0,Kochi,6.5,3,0
C000077,Reyansh Roy,33,Male,107855.0,7,3366.0,Ahmedabad,5.2,10,1
C000078,Aditya Joshi,32,Female,85984.0,8,5097.0,Kolkata,5.2,5,1
C000079,Ishaan Sharma,69,Female,67976.0,2,4822.0,Delhi,9.9,12,0
C000080,Reyansh Jain,32,Female,71374.0,4,5511.0,Bengaluru,4.1,3,0
C000081,Yash Patel,56,Male,77372.0,9,5897.0,Kolkata,5.2,0,0
C000082,Sai Mishra,46,Female,60615.0,0,4962.0,Bengaluru,4.1,10,0
C000083,Akash Jain,20,Female,57510.0,4,2365.0,Bengaluru,6.1,1,0
C000084,Ananya Gupta,40,Female,82349.0,9,4696.0,Chennai,4.5,12,0
C000085,Shreya Kumar,23,Male,65422.0,6,1608.0,Chennai,4.2,5,0
C000086,Rohan Sharma,58,Female,70437.0,18,2056.0,Ahmedabad,5.9,1,0
C000087,Vivaan Joshi,30,Male,88283.0,6,2867.0,Jaipur,9.8,0,0
C000088,Siddharth Desai,35,Female,895656.0,10,34248.0,Pune,3.4,0,0
C000089,Vihaan Mehta,63,Female,93684.0,8,3487.0,Ahmedabad,6.9,2,0
C000090,Sai Sharma,69,Female,88997.0,0,2246.0,Chennai,3.7,7,0
C000091,Deepak Pillai,23,Male,58528.0,12,1319.0,Ahmedabad,6.4,8,0
C000092,Sai Kumar,24,Male,69021.0,12,5238.0,Indore,6.1,7,0
C000093,Arjun Kumar,47,Male,69384.0,0,3031.0,Kochi,3.9,4,0
C000094,Meera Joshi,41,Female,68751.0,6,3521.0,Bengaluru,6.3,4,0
C000095,Meera Nair,38,Male,12000.0,21,2195.0,Nagpur,4.7,1,0
C000096,Vivaan Singh,18,Female,83430.0,7,1849.0,Bhopal,5.4,4,1
C000097,Vivaan Nair,56,Male,91839.0,7,4810.0,Delhi,3.2,12,0
C000098,Aarav Singh,58,Female,74841.0,15,4266.0,Delhi,5.8,0,0
C000099,Kavya Nair,70,Male,80746.0,4,1762.0,Pune,,3,1
C000100,Rohan Roy,48,Male,,15,2963.0,Surat,3.8,1,0
C000101,Sneha Joshi,44,Female,57159.0,4,6323.0,Bhopal,5.8,5,1
C000102,Aarav Chopra,59,Male,50297.0,13,5294.0,Bengaluru,4.0,6,1
C000103,Aditya Mishra,54,Female,55556.0,10,5769.0,Lucknow,5.0,12,0
C000104,Aditya Das,57,Female,68771.0,6,2882.0,Bengaluru,5.8,1,1
C000105,Rohan Nair,37,Male,73887.0,8,4835.0,Jaipur,3.9,10,0
C000106,Tanvi Pillai,62,Male,,0,1699.0,Hyderabad,2.9,7,1
C000107,Ishaan Patel,43,Male,60465.0,12,3553.0,Bhopal,8.0,3,1
C000108,Karan Patel,60,Female,94982.0,15,1095.0,Delhi,3.9,10,1
C000109,Meera Reddy,45,Female,55257.0,4,3137.0,Jaipur,5.0,7,0
C000110,Pooja Pillai,67,Female,93592.0,0,2956.0,Chennai,5.2,6,1
C000111,Deepak Jain,50,Male,82780.0,10,4878.0,Indore,4.0,8,0
C000112,Manish Bose,42,Male,79143.0,10,1416.0,Pune,2.8,3,0
C000113,Tanvi Mehta,36,Male,54395.0,1,4114.0,Jaipur,8.5,12,0
C000114,Aanya Pillai,35,Female,88307.0,15,4577.0,Delhi,4.1,9,1
C000115,Aanya Chopra,20,Male,76134.0,13,6002.0,Bhopal,3.6,6,0
C000116,Deepak Joshi,25,Male,54533.0,5,5099.0,Jaipur,3.0,11,0
C000117,Vihaan Joshi,52,Female,68173.0,4,2273.0,Bengaluru,6.2,5,0
C000118,Aditya Jain,32,Male,22882.0,0,2876.0,Delhi,7.1,10,0
C000119,Isha Das,60,Female,65590.0,0,3764.0,Lucknow,6.4,6,0
C000120,Priya Patel,26,Female,75180.0,18,3628.0,Chennai,4.8,4,1
C000121,Priya Roy,32,Female,41151.0,5,4214.0,Ahmedabad,7.5,2,1
C000122,Yash Reddy,63,Male,61360.0,10,5136.0,Delhi,7.1,6,0
C000123,Aarav Patel,59,Female,42789.0,5,1756.0,Ahmedabad,3.4,3,0
C000124,Aarav Patel,21,Male,54702.0,12,6419.0,Mumbai,6.0,9,1
C000125,Ishaan Verma,44,Male,34368.0,9,2381.0,Jaipur,3.1,2,0
C000126,Aditya Kulkarni,58,Male,110104.0,9,1283.0,Kolkata,5.1,6,1
C000127,Pooja Gupta,65,Female,108092.0,28,3314.0,Pune,7.7,5,0
C000128,Yash Joshi,63,Male,66814.0,17,580.0,Surat,6.2,4,0
C000129,Yash Nair,23,Male,96183.0,21,4160.0,Bengaluru,3.7,11,0
C000130,Ishaan Mishra,39,Male,34496.0,18,7986.0,Kochi,2.1,8,0
C000131,Shreya Bose,62,Male,86763.0,4,3128.0,Delhi,2.2,12,0
C000132,Nisha Das,22,Male,73590.0,11,6743.0,Chennai,7.7,2,0
C000133,Aarav Patel,26,Male,56649.0,0,5702.0,Chennai,5.9,3,0
C000134,Shreya Roy,60,Male,100548.0,3,3072.0,Hyderabad,2.9,3,1
C000135,Vivaan Patel,69,Male,86050.0,2,3307.0,Pune,5.7,12,0
C000136,Ishaan Kulkarni,38,Female,65437.0,10,3438.0,Indore,6.4,12,0
C000137,Aanya Pillai,50,Female,90636.0,3,5322.0,Kolkata,5.2,8,0
C000138,Priya Mehta,63,Male,,9,4009.0,Kochi,4.1,4,1
C000139,Aarav Bose,30,Female,75277.0,0,5590.0,Ahmedabad,4.9,11,0
C000140,Sai Mehta,55,Female,99000.0,8,2565.0,Kochi,4.2,3,0
C000141,Reyansh Mehta,28,Male,109535.0,6,300.0,Surat,5.2,12,1
C000142,Aanya Chopra,24,Female,117496.0,4,3443.0,Lucknow,2.7,0,0
C000143,Diya Joshi,45,Male,32329.0,18,3706.0,Surat,7.0,9,0
C000144,Manish Pillai,59,Male,57102.0,14,5441.0,Lucknow,8.0,8,1
C000145,Sai Jain,46,Female,58594.0,8,300.0,Hyderabad,,8,0
C000146,Diya Pillai,27,Male,109564.0,8,2169.0,Hyderabad,3.7,5,0
C000147,Ananya Singh,28,Male,74808.0,13,4410.0,Delhi,6.2,6,0
C000148,Vihaan Singh,35,Male,90969.0,5,7022.0,Kolkata,5.1,11,1
C000149,Kavya Kulkarni,47,Male,91381.0,16,1056.0,Bhopal,6.7,6,1
C000150,Meera Kumar,32,Male,54670.0,2,2005.0,Lucknow,5.3,11,0
C000151,Neha Reddy,68,Female,61914.0,1,3499.0,Ahmedabad,6.9,0,0
C000152,Neha Bose,61,Male,87571.0,6,6891.0,Bhopal,5.1,1,0
C000153,Karan Nair,28,Male,58542.0,9,1495.0,Indore,3.7,7,0
C000154,Kavya Chopra,51,Female,18605.0,17,4178.0,Kolkata,7.7,8,0
C000155,Vihaan Pillai,40,Male,69621.0,15,4159.0,Bhopal,5.1,6,1
C000156,Ritika Chopra,55,Female,86446.0,13,300.0,Hyderabad,7.7,12,0
C000157,Pooja Nair,28,Male,78532.0,9,3853.0,Lucknow,3.5,8,0
C000158,Shreya Verma,40,Female,49542.0,10,2611.0,Kochi,4.5,7,0
C000159,Isha Reddy,35,Female,42690.0,0,2607.0,Nagpur,2.7,11,0
C000160,Priya Reddy,59,Female,57686.0,16,2956.0,Bhopal,4.2,5,0
C000161,Diya Mishra,21,Male,95548.0,0,3710.0,Kochi,3.7,5,0
C000162,Aarav Sharma,31,Male,59434.0,6,4302.0,Hyderabad,5.5,2,0
C000163,Priya Verma,31,Female,73923.0,6,5410.0,Nagpur,3.1,1,0
C000164,Tanvi Roy,68,Female,82471.0,18,592.0,Ahmedabad,4.2,10,0
C000165,Karan Singh,34,Female,71359.0,13,2875.0,,4.8,2,0
C000166,Reyansh Mehta,28,Male,81738.0,14,2795.0,Delhi,2.6,7,0
C000167,Neha Gupta,29,Female,66054.0,8,1395.0,Bhopal,2.9,5,0
C000168,Vihaan Bose,48,Female,70629.0,6,3925.0,Bengaluru,6.8,5,0
C000169,Ritika Chopra,39,Female,75664.0,2,,Chennai,3.9,6,0
C000170,Vivaan Kulkarni,36,Female,81929.0,4,2067.0,Surat,4.8,5,0
C000171,Kavya Mehta,68,Male,59373.0,14,2771.0,Lucknow,7.3,1,0
C000172,Vivaan Mishra,64,Female,62340.0,9,3437.0,,5.0,7,0
C000173,Ritika Patel,68,Female,43919.0,4,2698.0,Lucknow,2.3,1,0
C000174,Ritika Jain,58,Male,82712.0,12,6523.0,Bhopal,5.6,10,0
C000175,Isha Verma,68,Female,52138.0,8,2894.0,Chennai,6.8,0,0
C000176,Kavya Das,21,Female,63541.0,9,5908.0,Jaipur,7.3,11,0
C000177,Pooja Gupta,18,Female,12000.0,0,2936.0,Nagpur,3.8,6,0
C000178,Aditya Mehta,31,Male,51567.0,5,6173.0,Kochi,5.0,1,0
C000179,Vihaan Verma,48,Male,64836.0,17,668.0,Bhopal,5.8,0,0
C000180,Akash Verma,64,Male,61451.0,17,821.0,Bhopal,4.8,4,0
C000181,Vivaan Patel,18,Male,106104.0,10,3801.0,Delhi,4.1,4,0
C000182,Sai Mehta,56,Male,45347.0,23,3217.0,Bengaluru,2.6,2,0
C000183,Vihaan Chopra,59,Male,52159.0,5,1118.0,Delhi,7.1,12,0
C000184,Aanya Kulkarni,35,Male,43848.0,3,4281.0,Kochi,2.2,9,0
C000185,Aarav Verma,56,Female,12000.0,1,3543.0,Kolkata,6.8,9,0
C000186,Reyansh Jain,36,Male,61420.0,14,5729.0,Nagpur,8.6,12,1
C000187,Shreya Verma,69,Male,62715.0,21,4459.0,Bhopal,2.0,7,0
C000188,Aditya Roy,53,Female,74905.0,6,3504.0,Hyderabad,0.2,4,0
C000189,Ritika Mishra,47,Male,99692.0,6,5271.0,Surat,4.9,1,0
C000190,Priya Gupta,32,Female,23230.0,3,5141.0,Ahmedabad,3.2,8,0
C000191,Ishaan Nair,30,Male,86388.0,18,1989.0,Kolkata,6.8,12,1
C000192,Arjun Reddy,20,Female,61677.0,12,1371.0,Bengaluru,2.2,5,0
C000193,Priya Joshi,51,Male,84046.0,12,5099.0,Jaipur,2.9,9,0
C000194,Yash Joshi,45,Male,110298.0,6,5440.0,Delhi,0.2,0,0
C000195,Sai Mishra,23,Male,100294.0,12,4870.0,Kochi,3.2,1,0
C000196,Kavya Mishra,25,Male,68543.0,17,641.0,Lucknow,0.9,8,0
C000197,Pooja Iyer,41,Male,87677.0,9,4843.0,Chennai,5.2,0,0
C000198,Tanvi Sharma,21,Female,78906.0,0,335.0,Mumbai,0.2,1,1
C000199,Manish Sharma,30,Female,47205.0,6,2332.0,Chennai,3.0,4,0
C000200,Priya Mehta,42,Male,27657.0,13,6761.0,Ahmedabad,2.6,11,0
C000201,Deepak Patel,28,Male,100649.0,13,1408.0,Nagpur,7.2,7,0
C000202,Yash Mishra,19,Male,48233.0,11,4408.0,Lucknow,2.8,5,1
C000203,Reyansh Patel,29,Female,56800.0,8,4474.0,Kolkata,3.7,3,1
C000204,Ananya Das,36,Female,76483.0,5,5036.0,Ahmedabad,6.2,1,1
C000205,Rahul Patel,58,Male,25847.0,5,5710.0,Chennai,7.1,6,0
C000206,Reyansh Reddy,24,Female,56951.0,22,6211.0,Delhi,5.9,2,0
C000207,Aarav Jain,69,Female,43015.0,9,4562.0,Delhi,0.2,2,0
C000208,Vivaan Kumar,31,Female,57717.0,8,4812.0,Indore,7.9,2,1
C000209,Aditya Gupta,56,Female,71099.0,6,5246.0,Lucknow,7.1,12,0
C000210,Diya Nair,18,Male,59254.0,3,5670.0,Surat,1.1,12,0
C000211,Diya Mehta,23,Male,34252.0,15,5283.0,Hyderabad,7.0,2,1
C000212,Priya Patel,28,Female,25971.0,4,917.0,Surat,8.4,1,1
C000213,Siddharth Reddy,70,Female,79156.0,0,300.0,Delhi,2.8,1,0
C000214,Rohan Jain,50,Male,39529.0,8,8170.0,Hyderabad,5.5,9,1
C000215,Vihaan Kulkarni,34,Male,126669.0,11,,Kochi,3.2,9,0
C000216,Pooja Bose,33,Female,110278.0,17,3387.0,Pune,4.2,7,1
C000217,Rahul Joshi,25,Male,107513.0,18,2250.0,,4.4,2,0
C000218,Pooja Mishra,28,Male,92921.0,7,476.0,Surat,6.6,0,0
C000219,Vivaan Chopra,39,Female,71364.0,15,300.0,Nagpur,7.0,5,0
C000220,Isha Roy,21,Female,12000.0,8,,Kolkata,4.2,10,0
C000221,Priya Singh,51,Male,94150.0,12,3130.0,Bengaluru,4.8,6,0
C000222,Manish Jain,58,Male,88894.0,0,3856.0,,4.4,9,0
C000223,Ritika Pillai,35,Male,56260.0,6,1596.0,Mumbai,4.5,4,1
C000224,Priya Iyer,25,Male,18146.0,1,2082.0,Ahmedabad,4.7,9,0
C000225,Arjun Jain,25,Male,111741.0,1,2226.0,Indore,4.1,1,0
C000226,Diya Jain,57,Male,60181.0,6,3006.0,Surat,2.6,4,0
C000227,Rohan Kulkarni,19,Male,61884.0,13,300.0,Kolkata,3.3,0,0
C000228,Sai Reddy,38,Female,49559.0,10,5001.0,Nagpur,4.7,0,1
C000229,Aditya Pillai,40,Female,53475.0,3,4350.0,Nagpur,3.2,1,0
C000230,Ritika Verma,44,Female,63244.0,7,4227.0,Delhi,7.4,8,0
C000231,Isha Mehta,35,Male,60022.0,11,1576.0,Pune,6.1,7,0
C000232,Meera Verma,44,Female,93828.0,4,2063.0,Ahmedabad,6.3,4,1
C000233,Diya Chopra,43,Female,68261.0,9,3355.0,Kolkata,0.2,7,0
C000234,Karan Kulkarni,69,Male,47640.0,12,3878.0,Chennai,8.5,5,0
C000235,Nisha Reddy,38,Male,121857.0,7,3894.0,Delhi,4.7,9,0
C000236,Diya Roy,67,Female,12000.0,4,1340.0,Lucknow,4.5,6,0
C000237,Priya Patel,56,Female,66544.0,10,4681.0,Kolkata,5.4,5,1
C000238,Kavya Roy,54,Male,117037.0,0,1567.0,Jaipur,5.0,9,0
C000239,Rahul Gupta,28,Female,41274.0,25,4492.0,Pune,2.7,10,0
C000240,Siddharth Desai,70,Female,49299.0,4,3996.0,Bhopal,3.6,3,0
C000241,Vivaan Das,56,Male,21904.0,25,3153.0,Kolkata,4.4,0,0
C000242,Diya Roy,18,Female,60892.0,11,3938.0,Bengaluru,4.8,7,0
C000243,Meera Joshi,59,Male,47038.0,7,4259.0,Nagpur,5.6,8,1
C000244,Vihaan Gupta,28,Female,85279.0,2,3724.0,Mumbai,4.1,10,0
C000245,Aanya Verma,63,Male,60751.0,12,3414.0,Bhopal,,9,0
C000246,Ishaan Jain,57,Female,,10,1071.0,Mumbai,6.9,7,1
C000247,Reyansh Reddy,32,Male,87920.0,16,3592.0,Kochi,5.0,7,1
C000248,Nisha Joshi,49,Male,71103.0,15,3249.0,Delhi,3.4,6,0
C000249,Rohan Sharma,68,Male,83011.0,11,3338.0,Bhopal,5.0,4,0
C000250,Priya Singh,39,Female,51355.0,17,5329.0,Bhopal,4.3,5,1
C000251,Sneha Nair,47,Female,55043.0,15,3425.0,Nagpur,5.2,2,1
C000252,Arjun Gupta,30,Female,27739.0,7,1599.0,Nagpur,4.0,12,1
C000253,Priya Chopra,31,Female,24893.0,20,4651.0,Surat,9.5,3,0
C000254,Pooja Verma,63,Female,47812.0,6,5722.0,Kolkata,4.6,9,0
C000255,Arjun Singh,61,Male,50854.0,8,3741.0,Lucknow,2.8,11,0
C000256,Diya Sharma,42,Male,55262.0,0,3634.0,Bhopal,6.1,1,1
C000257,Yash Chopra,69,Female,83998.0,18,4764.0,Kochi,5.7,11,1
C000258,Priya Mishra,47,Male,84360.0,8,1342.0,Indore,7.5,5,0
C000259,Aarav Jain,33,Female,48935.0,16,3870.0,Bhopal,5.7,9,0
C000260,Siddharth Patel,43,Male,49397.0,5,3545.0,Indore,3.6,0,0
C000261,Kavya Iyer,54,Male,34093.0,5,3443.0,Lucknow,6.9,9,0
C000262,Aarav Singh,66,Female,111456.0,2,1110.0,Hyderabad,3.2,10,1
C000263,Deepak Desai,31,Female,69968.0,7,2886.0,Indore,2.9,9,0
C000264,Ananya Bose,23,Female,94781.0,7,5999.0,Indore,3.5,11,0
C000265,Kavya Jain,50,Male,62442.0,6,1881.0,Nagpur,1.4,2,0
C000266,Ishaan Patel,62,Female,76825.0,13,3754.0,Delhi,3.4,3,0
C000267,Sai Chopra,40,Female,99722.0,14,5283.0,Ahmedabad,7.1,10,1
C000268,Siddharth Reddy,18,Female,,16,3191.0,Indore,3.8,2,0
C000269,Reyansh Desai,58,Male,29660.0,6,4796.0,Jaipur,7.4,7,0
C000270,Sneha Nair,25,Female,790248.0,10,43116.0,Delhi,5.9,3,1
C000271,Diya Jain,25,Male,57319.0,16,2788.0,Pune,5.7,0,1
C000272,Manish Mehta,23,Female,101948.0,9,5116.0,Kolkata,6.3,7,0
C000273,Karan Desai,18,Female,101459.0,5,573.0,Lucknow,1.4,11,0
C000274,Reyansh Gupta,26,Male,94758.0,10,4555.0,Lucknow,6.3,8,0
C000275,Yash Iyer,24,Female,68927.0,4,4844.0,Chennai,8.2,3,0
C000276,Karan Chopra,34,Male,81133.0,11,4820.0,Indore,0.5,6,0
C000277,Ishaan Mehta,45,Female,60061.0,0,1481.0,Bengaluru,3.1,11,0
C000278,Arjun Jain,58,Female,76035.0,10,2412.0,Indore,5.3,5,1
C000279,Shreya Pillai,68,Female,76011.0,11,6165.0,Bhopal,5.9,5,1
C000280,Aarav Iyer,64,Male,68340.0,10,4401.0,Jaipur,2.0,3,0
C000281,Karan Desai,51,Female,42154.0,13,2766.0,Kolkata,4.0,9,0
C000282,Deepak Patel,64,Female,53755.0,6,300.0,Ahmedabad,2.7,10,0
C000283,Diya Desai,51,Male,80253.0,6,3321.0,Bengaluru,1.7,10,0
C000284,Karan Das,44,Female,38321.0,8,2794.0,Bengaluru,5.4,3,0
C000285,Vihaan Reddy,34,Male,673936.0,18,19026.0,,3.4,3,0
C000286,Siddharth Singh,65,Male,92461.0,2,3800.0,Surat,3.8,8,0
C000287,Shreya Singh,58,Male,33146.0,12,300.0,Hyderabad,3.4,9,0
C000288,Aditya Verma,41,Male,63586.0,11,6204.0,Hyderabad,5.6,7,0
C000289,Siddharth Verma,45,Male,33294.0,1,300.0,Kochi,3.1,5,1
C000290,Akash Desai,69,Male,75853.0,7,1445.0,Chennai,7.1,11,0
C000291,Shreya Pillai,40,Male,56272.0,14,3121.0,Bhopal,4.5,10,1
C000292,Priya Nair,62,Female,144212.0,12,538.0,Ahmedabad,6.1,1,1
C000293,Ananya Iyer,27,Female,96099.0,3,4736.0,Delhi,2.5,8,0
C000294,Manish Joshi,46,Male,149651.0,12,1436.0,Mumbai,5.0,12,0
C000295,Aditya Iyer,57,Female,106093.0,0,2810.0,Hyderabad,,9,0
C000296,Priya Desai,51,Male,65027.0,12,2620.0,Kochi,,5,0
C000297,Aanya Das,47,Female,90061.0,8,2441.0,Hyderabad,6.8,0,0
C000298,Tanvi Pillai,20,Male,543928.0,6,18072.0,Delhi,5.3,5,0
C000299,Rahul Das,26,Male,116455.0,3,4491.0,Kolkata,5.6,10,1
C000300,Vihaan Chopra,68,Female,74924.0,5,3787.0,Pune,3.7,4,0
C000301,Aanya Chopra,50,Male,51341.0,16,2972.0,Chennai,5.2,10,1
C000302,Deepak Mehta,50,Female,105816.0,3,4528.0,Hyderabad,4.8,0,0
C000303,Ritika Jain,43,Female,35837.0,16,5662.0,Bengaluru,3.7,4,1
C000304,Ananya Das,53,Female,84539.0,11,5625.0,Delhi,3.6,9,0
C000305,Pooja Chopra,67,Female,59840.0,0,4333.0,Bengaluru,3.3,4,0
C000306,Karan Sharma,66,Male,57119.0,6,4058.0,Ahmedabad,4.9,3,0
C000307,Diya Bose,59,Male,83367.0,19,5874.0,Pune,4.2,1,0
C000308,Tanvi Das,39,Male,89851.0,10,3304.0,Chennai,4.5,0,0
C000309,Aanya Sharma,59,Female,38788.0,15,3175.0,Kolkata,5.4,12,1
C000310,Kavya Pillai,39,Female,95177.0,9,6904.0,Mumbai,3.3,5,1
C000311,Aanya Patel,44,Female,72680.0,10,4043.0,Kochi,7.2,1,0
C000312,Priya Kumar,40,Male,51354.0,3,2060.0,Delhi,7.7,11,0
C000313,Vivaan Kulkarni,59,Female,47949.0,7,2084.0,Delhi,4.5,0,0
C000314,Vihaan Chopra,27,Male,13534.0,19,5824.0,Pune,3.7,0,0
C000315,Ishaan Roy,67,Male,68047.0,18,3197.0,Kochi,0.5,11,0
C000316,Manish Iyer,51,Male,46725.0,17,300.0,Hyderabad,6.2,10,0
C000317,Tanvi Mishra,47,Male,45810.0,21,5780.0,Pune,6.8,12,1
C000318,Sneha Chopra,21,Male,46382.0,7,7286.0,Lucknow,2.5,3,1
C000319,Aarav Joshi,63,Female,71199.0,15,2628.0,Delhi,6.7,4,0
C000320,Rohan Nair,54,Male,12317.0,11,4038.0,Bengaluru,0.2,4,0
C000321,Aanya Sharma,49,Male,89976.0,17,1882.0,Jaipur,3.5,0,0
C000322,Ishaan Chopra,20,Female,90607.0,20,5012.0,Mumbai,4.7,12,1
C000323,Yash Sharma,26,Female,93816.0,17,4395.0,Lucknow,5.5,6,0
